TranscriptName	GeneGo	length
XM_031586212.1	 GO:0045180;GO:0031252;GO:0000777;GO:0005881;GO:0005794;GO:0000776;GO:0005874;GO:0005815;GO:0072686;GO:0032587;GO:0005876;GO:0005802;GO:0008017;GO:0051010;GO:0051301;GO:0040001;GO:0010458;GO:0007030;GO:0034453;GO:0000226;GO:0007020;GO:0031023;GO:0090307;GO:0007052;GO:0031110;GO:0032886;	4881
XM_031586215.1	 GO:0000777;GO:0005881;GO:0005794;GO:0005828;GO:0005815;GO:0043515;GO:0051010;GO:0007049;GO:0051301;GO:0034453;GO:0007020;GO:0031023;	2461
XM_012833679.2	 GO:0005930;GO:0097546;GO:0097542;GO:0005929;GO:0005829;GO:0016020;GO:0031514;GO:0016607;GO:0005730;GO:0005654;GO:0005634;GO:0001228;GO:0003700;GO:0000981;GO:1990841;GO:0000978;GO:0000977;GO:0043565;GO:0008134;GO:0008270;GO:0009952;GO:0007411;GO:0048754;GO:0071407;GO:0098586;GO:0021696;GO:0002062;GO:0090103;GO:0048589;GO:0048566;GO:0042733;GO:0009913;GO:0021508;GO:0031069;GO:0007507;GO:0030902;GO:0007442;GO:0001701;GO:0001822;GO:0030324;GO:0030879;GO:0060603;GO:0043066;GO:0032331;GO:0045879;GO:0000122;GO:0048666;GO:0060032;GO:0042475;GO:0002076;GO:0001649;GO:0007389;GO:0021983;GO:0045740;GO:0045666;GO:0033089;GO:0045944;GO:0045893;GO:0060513;GO:0009954;GO:0001501;GO:0007224;GO:0060831;GO:0021938;GO:0021776;GO:0021775;GO:0021513;GO:0021965;GO:0035295;GO:0007418;GO:0021517;	20589
XM_031582297.1	 GO:0005930;GO:0097542;GO:0005929;GO:0005737;GO:0005829;GO:0016020;GO:0031514;GO:0016607;GO:0005730;GO:0005654;GO:0005634;GO:0003682;GO:0001228;GO:0003700;GO:0000981;GO:1990841;GO:0000978;GO:0000977;GO:0043565;GO:0008134;GO:0000976;GO:0008270;GO:0048856;GO:0048646;GO:0009952;GO:0007411;GO:0048754;GO:0030154;GO:0071407;GO:0098586;GO:0021696;GO:0002062;GO:0090103;GO:0048589;GO:0021904;GO:0009953;GO:0048566;GO:0042733;GO:0009913;GO:0021508;GO:0031069;GO:0060322;GO:0007507;GO:0030902;GO:0007442;GO:0001701;GO:0001822;GO:0030324;GO:0030879;GO:0060603;GO:0002009;GO:0043066;GO:0032331;GO:0045879;GO:0000122;GO:0021915;GO:0048666;GO:0060032;GO:0042475;GO:0002076;GO:0001649;GO:0007389;GO:0021983;GO:0008284;GO:0045740;GO:0045666;GO:0045944;GO:0045893;GO:0060513;GO:0009954;GO:0001501;GO:0007224;GO:0060831;GO:0021938;GO:0021776;GO:0021775;GO:0021513;GO:0021522;GO:0021965;GO:0035295;GO:0007418;GO:0021517;	15437
XM_012840384.2	 GO:0005829;GO:0019005;GO:0000151;GO:0030326;GO:0043687;GO:0000209;GO:0031146;GO:0006511;GO:0016055;	80
XM_012833715.2	 GO:0005615;GO:0048471;GO:0005125;GO:0008083;GO:0005179;GO:0042803;GO:0032924;GO:0032869;GO:0009267;GO:0045444;GO:0046882;GO:0048178;GO:0046676;GO:1900164;GO:0046881;GO:0060279;GO:0010862;GO:0009611;GO:0060395;	3928
XM_012829438.2	 GO:0005615;GO:0048471;GO:0005125;GO:0008083;GO:0005179;GO:0042803;GO:0032924;GO:0032869;GO:0009267;GO:0045444;GO:0046882;GO:0048178;GO:0046676;GO:1900164;GO:0046881;GO:0060279;GO:0010862;GO:0009611;GO:0060395;	369
XM_012829435.2	 GO:0030496;GO:0005886;GO:0005525;GO:0003924;GO:0006915;GO:0007049;GO:0051301;GO:0007265;GO:0001928;GO:0060178;	829
XM_031558502.1	 GO:0030496;GO:0005886;GO:0005525;GO:0003924;GO:0030036;GO:0008543;GO:0007265;GO:0048070;GO:0007264;	1160
XM_012827922.2	 GO:0009986;GO:0032154;GO:0005829;GO:0030139;GO:0090543;GO:0005925;GO:0005886;GO:0051117;GO:0031755;GO:0019003;GO:0005525;GO:0003924;GO:0017022;GO:0031625;GO:0031532;GO:0007049;GO:0051301;GO:0006887;GO:0051665;GO:0001843;GO:0051491;GO:0007265;GO:0017157;	740
XM_031558488.1	 GO:0005737;GO:0009898;GO:0005856;GO:0005829;GO:0005654;GO:0008092;GO:0004726;GO:0004725;GO:0071345;GO:0006470;	705
XM_031558487.1	 GO:0005737;GO:0009898;GO:0005856;GO:0005829;GO:0005654;GO:0008092;GO:0004726;GO:0004725;GO:0071345;GO:0006470;	14169
XM_012833712.2	 GO:0005886;GO:0019003;GO:0005525;GO:0030742;GO:0003924;GO:0030036;GO:1990830;GO:0007275;GO:0007517;GO:0007265;	1118
XM_012820950.2	 GO:0033391;GO:0005737;GO:0005829;GO:0005783;GO:0043186;GO:1990904;GO:0007281;GO:0007275;GO:0048477;GO:0007283;GO:0000387;	10275
XM_031581346.1	-	10275
XR_004162696.1	-	46
XM_031561013.1	 GO:0043679;GO:0043197;GO:0016021;GO:0098839;GO:0098793;GO:0042734;GO:0008021;GO:0030672;GO:0031982;GO:0017075;GO:1905513;GO:0035544;GO:0031629;	309882
XM_012832257.2	 GO:0005737;GO:0005829;GO:0016607;GO:0005730;GO:0005634;GO:0005886;GO:0005112;GO:0006915;GO:0034605;GO:0002264;GO:0043066;GO:0045746;GO:1901224;GO:0010739;GO:1900020;GO:1902806;GO:0043620;GO:1903706;	21
XM_012831772.2	 GO:0000790;GO:0003677;GO:0000981;GO:0046983;GO:0003714;GO:0008285;GO:0000122;	894
XM_031580089.1	-	249372
XM_012835650.2	 GO:0005829;GO:0032039;GO:0005654;GO:0005634;GO:0016180;	3845
XM_012821000.2	 GO:0005615;GO:0003847;GO:0016042;	48
XM_012820970.2	 GO:0005654;GO:0005634;GO:0005689;GO:0003729;GO:0003723;GO:0001825;GO:0000398;	1110
XM_012822406.2	 GO:0005829;GO:0016020;GO:0005509;GO:0019722;GO:0007417;GO:0046676;GO:0045921;GO:0035774;	12034
XM_031585797.1	 GO:0005246;GO:0005509;GO:0008022;GO:0019904;GO:0007165;	11986
XM_031581565.1	 GO:0005829;GO:0016020;GO:0005509;GO:0019722;GO:0007417;GO:0046676;GO:0045921;GO:0035774;	12015
XM_012836112.2	 GO:0005509;GO:0048841;	11868
XM_031586013.1	 GO:0005509;GO:0048841;	11869
XM_012820994.2	 GO:0016020;GO:0048365;GO:0030833;	7168
XM_012818506.2	 GO:0016020;GO:0048365;GO:0030833;	1982
XM_031566014.1	 GO:0005576;GO:0005615;GO:0008083;GO:0005179;GO:0005178;GO:0030154;GO:0060323;GO:0007399;GO:0008284;	28
XM_031581519.1	-	146
XM_012839981.2	 GO:0045177;GO:0016324;GO:0030424;GO:0009986;GO:0005737;GO:0030425;GO:0032433;GO:0016021;GO:0016328;GO:0043025;GO:0005886;GO:0004930;GO:0030165;GO:0042813;GO:0017147;GO:0060070;GO:0033278;GO:0071679;GO:0036514;GO:0001736;GO:0001942;GO:0042472;GO:0030901;GO:1900118;GO:0045976;GO:0001843;GO:0001764;GO:1904938;GO:0002052;GO:0036342;GO:0042493;GO:0051602;GO:0036515;GO:0061549;	14246
XM_012820953.2	 GO:0016324;GO:0009986;GO:0016021;GO:0004930;GO:0042813;GO:0007399;GO:0014036;GO:0032880;	13371
XM_031581518.1	 GO:0016324;GO:0009986;GO:0016021;GO:0004930;GO:0042813;GO:0007399;GO:0014036;GO:0032880;	13949
XM_031582488.1	-	2671
XM_031576781.1	 GO:0045177;GO:0016324;GO:0016327;GO:0009986;GO:0030659;GO:0005789;GO:0016021;GO:0005886;GO:0004930;GO:0031625;GO:0042813;GO:0017147;GO:0060070;GO:0033278;GO:0035880;GO:0048105;GO:0001736;GO:0001942;GO:0042472;GO:0030901;GO:0090090;GO:0043433;GO:0001843;GO:0035567;GO:0030168;GO:0060071;	394
XM_031583186.1	-	27
XM_031581516.1	 GO:0042641;GO:0031252;GO:0005911;GO:0005737;GO:0005856;GO:0030027;GO:0005524;GO:0042802;GO:0000287;GO:0004674;GO:0031532;GO:0031032;GO:0016477;GO:0007010;GO:0035556;GO:0000226;GO:0007097;GO:0018107;GO:0006468;GO:0051056;	19854
XM_031581513.1	 GO:0042641;GO:0031252;GO:0005911;GO:0005737;GO:0005856;GO:0030027;GO:0005524;GO:0042802;GO:0000287;GO:0004674;GO:0031532;GO:0031032;GO:0016477;GO:0007010;GO:0035556;GO:0000226;GO:0007097;GO:0018107;GO:0006468;GO:0051056;	29974
XM_031581514.1	 GO:0042641;GO:0031252;GO:0005911;GO:0005737;GO:0005856;GO:0070062;GO:0030027;GO:0005524;GO:0042802;GO:0000287;GO:0004674;GO:0031532;GO:0031032;GO:0016477;GO:0035556;GO:0018107;GO:0006468;	29974
XM_031579702.1	 GO:0042641;GO:0031252;GO:0005911;GO:0005737;GO:0005856;GO:0070062;GO:0030027;GO:0005524;GO:0042802;GO:0000287;GO:0004674;GO:0031532;GO:0031032;GO:0016477;GO:0035556;GO:0018107;GO:0006468;	29976
XM_012824761.2	 GO:0042641;GO:0031252;GO:0005911;GO:0005737;GO:0005856;GO:0030027;GO:0005886;GO:0005524;GO:0000287;GO:0004672;GO:0004674;GO:0044877;GO:0017048;GO:0030036;GO:0031532;GO:0031032;GO:0016477;GO:0035556;GO:0018107;GO:0006468;	7862
XM_031581997.1	 GO:0042641;GO:0031252;GO:0005911;GO:0005737;GO:0005856;GO:0070062;GO:0030027;GO:0005886;GO:0005524;GO:0000287;GO:0004672;GO:0004674;GO:0044877;GO:0017048;GO:0031532;GO:0031032;GO:0016477;GO:0007010;GO:0007163;GO:0035556;GO:0018107;GO:0006468;GO:0007165;	7862
XR_004164598.1	-	2148
XM_031558772.1	 GO:0016324;GO:0034451;GO:0005737;GO:0070062;GO:0005615;GO:0030175;GO:0005887;GO:0043231;GO:0030027;GO:0045121;GO:0031528;GO:0005730;GO:0005886;GO:0001726;GO:0036057;GO:0007155;GO:0016477;GO:0072175;GO:0072015;GO:0007162;GO:0022408;GO:0030335;GO:0033634;GO:0032534;	33
XM_031572217.1	-	82
XR_004165284.1	-	210746
XM_012820977.2	 GO:0062023;GO:0005576;GO:0005615;GO:0031093;GO:0005125;GO:0008083;GO:0005160;GO:0030509;GO:0007275;GO:0002576;GO:0010862;GO:0060395;GO:0007179;	971
XM_031580270.1	 GO:0071013;GO:0009986;GO:0005813;GO:0000777;GO:0070937;GO:0036464;GO:0032839;GO:0098577;GO:0000776;GO:0016020;GO:0030496;GO:0072686;GO:1990498;GO:1990023;GO:0000228;GO:0016363;GO:0016607;GO:0005654;GO:0005634;GO:0032991;GO:1990904;GO:0000922;GO:0005697;GO:0003779;GO:0005524;GO:0003682;GO:0031490;GO:0003677;GO:0003690;GO:0003725;GO:0042802;GO:0003730;GO:0008143;GO:0017130;GO:0034046;GO:0036002;GO:1990841;GO:0044877;GO:0043021;GO:0003723;GO:0099122;GO:0000978;GO:0000993;GO:1990837;GO:0003697;GO:0003727;GO:0017069;GO:0070034;GO:0001097;GO:0003714;GO:1990845;GO:0055013;GO:0007049;GO:0051301;GO:0071385;GO:1990830;GO:0006325;GO:0032922;GO:0070934;GO:0098963;GO:0009048;GO:0051457;GO:0000398;GO:0048255;GO:0033673;GO:2000737;GO:0032211;GO:0000122;GO:0034244;GO:0001649;GO:1902425;GO:0090336;GO:2000373;GO:2000648;GO:0045944;GO:1902889;GO:0000381;GO:1902275;GO:0007346;GO:1901673;GO:1990280;GO:0016070;GO:0006396;GO:0016032;	821
XM_012820980.2	 GO:0071013;GO:0009986;GO:0005813;GO:0000777;GO:0070937;GO:0036464;GO:0032839;GO:0098577;GO:0000776;GO:0016020;GO:0030496;GO:0072686;GO:1990498;GO:1990023;GO:0000228;GO:0016363;GO:0016607;GO:0005654;GO:0005634;GO:0032991;GO:1990904;GO:0000922;GO:0005697;GO:0003779;GO:0005524;GO:0003682;GO:0031490;GO:0003677;GO:0003690;GO:0003725;GO:0042802;GO:0003730;GO:0008143;GO:0017130;GO:0034046;GO:0036002;GO:1990841;GO:0044877;GO:0043021;GO:0003723;GO:0099122;GO:0000978;GO:0000993;GO:1990837;GO:0003697;GO:0003727;GO:0017069;GO:0070034;GO:0001097;GO:0003714;GO:1990845;GO:0055013;GO:0007049;GO:0051301;GO:0071385;GO:1990830;GO:0006325;GO:0032922;GO:0070934;GO:0098963;GO:0009048;GO:0051457;GO:0000398;GO:0048255;GO:0033673;GO:2000737;GO:0032211;GO:0000122;GO:0034244;GO:0001649;GO:1902425;GO:0090336;GO:2000373;GO:2000648;GO:0045944;GO:1902889;GO:0000381;GO:1902275;GO:0007346;GO:1901673;GO:1990280;GO:0016070;GO:0006396;GO:0016032;	5740
XM_031572043.1	 GO:0005737;GO:0004869;GO:0071220;GO:0002376;GO:0010951;	52
XM_012816297.2	-	42
XM_031581117.1	 GO:0005912;GO:0005923;GO:0007275;	480969
XM_012820976.2	 GO:0005737;GO:0016020;GO:0043005;GO:0005886;GO:0098793;GO:0031201;GO:0070032;GO:0005484;GO:0019905;GO:0017075;GO:0005249;GO:0006887;GO:0007626;GO:0000281;GO:0031629;GO:0016082;GO:0006906;	13751
XM_031559175.1	 GO:0005737;GO:0031941;GO:0005815;GO:0005634;GO:0003779;GO:0071949;GO:0046872;GO:0016709;GO:0017137;GO:0030036;GO:0030042;GO:0007010;GO:0006887;GO:0055114;	3657
XM_031580399.1	-	214
XM_031581441.1	-	40
XM_031581439.1	 GO:0005581;GO:0062023;GO:1990971;GO:0031012;GO:0005576;GO:0005615;GO:0034668;GO:0030023;GO:0042802;GO:0098640;GO:0003180;GO:0016477;GO:0007160;GO:0048251;GO:0030198;GO:0016525;GO:0050866;GO:0032966;GO:1904027;GO:0070373;GO:0010629;GO:1905522;GO:0060394;GO:0030512;GO:0030948;GO:0010811;GO:1901203;GO:0010628;	267
XM_031580519.1	 GO:0005581;GO:0062023;GO:1990971;GO:0031012;GO:0005576;GO:0005615;GO:0034668;GO:0030023;GO:0042802;GO:0098640;GO:0003180;GO:0016477;GO:0007160;GO:0048251;GO:0030198;GO:0016525;GO:0050866;GO:0032966;GO:1904027;GO:0070373;GO:0010629;GO:1905522;GO:0060394;GO:0030512;GO:0030948;GO:0010811;GO:1901203;GO:0010628;	90
XM_012838720.2	 GO:0005737;GO:0005829;GO:0016020;GO:0005874;GO:0043005;GO:0015631;GO:0007409;GO:0007420;GO:0061436;GO:0048012;GO:0035556;GO:0007019;GO:0000281;GO:0007052;GO:1905098;GO:0031115;GO:0035024;GO:0051497;GO:0070495;GO:0031175;GO:0051272;GO:0051493;GO:0031110;GO:0009615;	49
XM_031580832.1	 GO:0005737;GO:0005794;GO:0030426;GO:0043005;GO:0015631;GO:0007019;GO:0031175;GO:0051493;GO:0031110;	392
XM_031582047.1	 GO:0042555;GO:0005634;GO:0005524;GO:0003682;GO:0003678;GO:0003688;GO:0003697;GO:0006271;GO:0000727;GO:1902975;GO:0006267;	5336
XM_012831537.2	 GO:0000785;GO:0042555;GO:0005634;GO:0005524;GO:0003677;GO:0003678;GO:0007049;GO:0006270;GO:0006268;GO:0030174;	842
XM_012835540.2	 GO:0005794;GO:0016021;GO:0005886;GO:0038023;GO:0005496;GO:0003707;GO:0007275;GO:0048477;GO:0048545;	129
XM_031560007.1	 GO:0005623;GO:0005634;GO:0048471;GO:0003677;GO:0003700;GO:0046872;GO:0043565;GO:0071300;GO:0006355;GO:0007283;	22
XM_012835619.2	-	557
XM_012835620.2	-	78
XM_012835638.2	 GO:0005737;GO:0033588;GO:0005634;GO:0051539;GO:0046872;GO:0008080;GO:0008607;GO:0000049;GO:0007409;GO:0006357;GO:0002926;	6767
XM_012836822.2	 GO:0030424;GO:0005737;GO:0005829;GO:0005871;GO:0005874;GO:0005902;GO:0033270;GO:0071889;GO:0005524;GO:0016887;GO:0008017;GO:0003777;GO:0019901;GO:0007018;GO:0006605;GO:0050770;GO:0007165;GO:0042110;	5845
XM_012835629.2	 GO:0030424;GO:0005737;GO:0005829;GO:0005871;GO:0005874;GO:0005902;GO:0033270;GO:0071889;GO:0005524;GO:0016887;GO:0008017;GO:0003777;GO:0019901;GO:0007018;GO:0006605;GO:0050770;GO:0007165;GO:0042110;	7393
XM_031575973.1	 GO:0005813;GO:0010008;GO:0005871;GO:0005874;GO:0030496;GO:0032588;GO:0005524;GO:0016887;GO:0008017;GO:0003777;GO:0007049;GO:0051301;GO:0008333;GO:0043001;GO:0006886;GO:0032438;GO:0007018;GO:0072383;GO:0032465;GO:0035459;	1482
XM_012822857.2	 GO:0009897;GO:0005576;GO:0016021;GO:0005886;GO:0003823;GO:0042289;GO:0004888;GO:0002250;GO:0019886;GO:0007166;GO:0045085;GO:0045590;GO:0002270;GO:0045954;GO:0050776;	5146
XM_031581474.1	 GO:0015030;GO:0005813;GO:0005737;GO:0005829;GO:0016604;GO:0000790;GO:0000784;GO:0005654;GO:0005634;GO:0016605;GO:0000981;GO:0001227;GO:0003691;GO:0042802;GO:0044877;GO:0043565;GO:0042162;GO:0000122;GO:0045892;GO:0035563;GO:0051973;GO:0032212;GO:0045893;GO:0051972;	4260
XM_012836715.2	 GO:0015030;GO:0005813;GO:0005737;GO:0005829;GO:0016604;GO:0000784;GO:0005654;GO:0005634;GO:0016605;GO:0001227;GO:0003691;GO:0042802;GO:0044877;GO:0043565;GO:0042162;GO:0000122;GO:0045892;GO:0035563;GO:0051973;GO:0032212;GO:0045893;GO:0051972;	3430
XM_031579882.1	 GO:0015030;GO:0005813;GO:0005737;GO:0005829;GO:0016604;GO:0000790;GO:0000784;GO:0005654;GO:0005634;GO:0016605;GO:0000981;GO:0001227;GO:0003691;GO:0042802;GO:0044877;GO:0043565;GO:0042162;GO:0000122;GO:0045892;GO:0035563;GO:0051973;GO:0032212;GO:0045893;GO:0051972;	3430
XM_031581472.1	 GO:0015030;GO:0005813;GO:0005737;GO:0005829;GO:0016604;GO:0000784;GO:0005654;GO:0005634;GO:0016605;GO:0001227;GO:0003691;GO:0042802;GO:0044877;GO:0043565;GO:0042162;GO:0000122;GO:0045892;GO:0035563;GO:0051973;GO:0032212;GO:0045893;GO:0051972;	3542
XM_012826647.2	-	638
XM_012826625.2	-	4192
NM_001309834.1	-	2577
XM_012826626.2	 GO:0005576;GO:0005634;GO:0030141;GO:0004857;GO:0030234;GO:0005525;GO:0051082;GO:0006886;GO:0007218;GO:0016486;GO:0046883;	1443
XM_031581931.1	 GO:0009986;GO:0005615;GO:0036122;GO:0005125;GO:0042803;GO:0048018;GO:0030297;GO:0043184;GO:0009887;GO:0002042;GO:0000902;GO:0007267;GO:0030199;GO:0048263;GO:0030326;GO:0060173;GO:0003337;GO:0043066;GO:1900158;GO:0046851;GO:1900155;GO:0090090;GO:0032331;GO:0045668;GO:0033689;GO:0090291;GO:0060394;GO:0045892;GO:0045766;GO:0090190;GO:2000727;GO:0008284;GO:0051092;GO:1901224;GO:1900086;GO:0002092;GO:2000273;GO:0051973;GO:0003257;GO:0009954;GO:0010717;GO:0051893;GO:0038098;GO:0060676;	223
XM_031564145.1	 GO:0030478;GO:0005884;GO:0031252;GO:0031410;GO:0005829;GO:0098978;GO:0000139;GO:0030027;GO:0005634;GO:0098794;GO:0051015;GO:0008092;GO:0042802;GO:0051666;GO:0030036;GO:0030041;GO:0030048;GO:0051301;GO:0034629;GO:0060997;GO:0006897;GO:0010324;GO:2000402;GO:1903526;GO:0097320;GO:0051127;GO:2000601;GO:2000370;GO:0051491;GO:0045944;GO:0098974;GO:0008360;GO:0032880;GO:0009617;GO:0051653;GO:0006900;GO:0016050;GO:0030050;	42
XM_031578084.1	 GO:0005938;GO:0005856;GO:0030425;GO:0016363;GO:0031965;GO:0005886;GO:0014069;GO:0045773;GO:2001224;GO:0048168;	61031
XM_031581696.1	 GO:0005737;GO:0016604;GO:0005654;GO:0005634;GO:0014069;GO:0003700;GO:0001227;GO:0046872;GO:0046982;GO:0019901;GO:0000978;GO:0043565;GO:0003714;GO:0030183;GO:0007275;GO:2000173;GO:0048671;GO:2000171;GO:1903860;GO:0010629;GO:0010977;GO:1904800;GO:0000122;GO:0048672;GO:0010628;GO:0010976;GO:0016925;GO:0050773;GO:0006355;GO:0030217;	190236
XM_031581525.1	 GO:0034704;GO:0030659;GO:0016021;GO:0048471;GO:0005886;GO:0042383;GO:0016529;GO:0033017;GO:0005790;GO:0030018;GO:0005509;GO:0048763;GO:0015278;GO:0005516;GO:0005219;GO:0070588;GO:0006816;GO:0071318;GO:0071313;GO:0071277;GO:0071286;GO:0034220;GO:0051481;GO:0051289;GO:1903779;GO:0051209;	39680
XM_031573678.1	 GO:0034704;GO:0005938;GO:0005737;GO:0030659;GO:0070062;GO:0031674;GO:0031301;GO:0005887;GO:0030314;GO:0014701;GO:0005886;GO:1990425;GO:0042383;GO:0016529;GO:0033017;GO:0005790;GO:0030315;GO:0014802;GO:0030018;GO:0005524;GO:0005262;GO:0005509;GO:0048763;GO:0015278;GO:0005516;GO:0002020;GO:0005219;GO:0005245;GO:0006816;GO:0071313;GO:0071277;GO:0034220;GO:0006936;GO:0043931;GO:0003151;GO:0051289;GO:1903779;GO:0051480;GO:0051209;GO:0014808;GO:0031000;GO:0001666;GO:0048741;GO:0043588;	2040
XM_031573688.1	 GO:0034704;GO:0005938;GO:0005737;GO:0030659;GO:0031234;GO:0031674;GO:0031301;GO:0030314;GO:0016020;GO:0005886;GO:0032991;GO:1990425;GO:0042383;GO:0016529;GO:0033017;GO:0005790;GO:0030315;GO:0014802;GO:0030018;GO:0005524;GO:0005262;GO:0005509;GO:0048763;GO:0005516;GO:0019899;GO:0002020;GO:0005219;GO:0005245;GO:0006816;GO:0071318;GO:0071313;GO:0071277;GO:0006936;GO:0043931;GO:0003151;GO:0051289;GO:0051480;GO:0006937;GO:0051209;GO:0014808;GO:0031000;GO:0001666;GO:0070296;GO:0048741;GO:0043588;	2040
XM_031571586.1	 GO:0016235;GO:0005737;GO:0005829;GO:0035098;GO:0048471;GO:0005777;GO:0003682;GO:0042803;GO:0005164;GO:0061630;GO:0031625;GO:0004842;GO:0008270;GO:0070842;GO:0035518;GO:0036353;GO:0046600;GO:0032088;GO:0000122;GO:0051091;GO:0051092;GO:0051865;	26094
XM_031583363.1	 GO:0005737;GO:0005615;GO:0005125;GO:0005109;GO:0046849;GO:0060070;GO:0060317;GO:0045165;GO:0030216;GO:0043616;GO:0060548;GO:0030182;GO:0090403;GO:0010628;GO:0046330;GO:0014068;GO:0090399;	6217
XM_031567661.1	-	38
XM_031580909.1	 GO:0034704;GO:0030659;GO:0016021;GO:0048471;GO:0005886;GO:0042383;GO:0016529;GO:0033017;GO:0005790;GO:0030018;GO:0005509;GO:0048763;GO:0015278;GO:0005516;GO:0005219;GO:0070588;GO:0006816;GO:0071318;GO:0071313;GO:0071277;GO:0071286;GO:0034220;GO:0051481;GO:0051289;GO:1903779;GO:0051209;	21341
XM_031581526.1	 GO:0034704;GO:0030659;GO:0016021;GO:0048471;GO:0005886;GO:0042383;GO:0016529;GO:0033017;GO:0005790;GO:0030018;GO:0005509;GO:0048763;GO:0015278;GO:0005516;GO:0005219;GO:0070588;GO:0006816;GO:0071318;GO:0071313;GO:0071277;GO:0071286;GO:0034220;GO:0051481;GO:0051289;GO:1903779;GO:0051209;	16105
XM_012839306.2	 GO:0005576;GO:0005179;GO:0007275;	25
XM_012829370.2	 GO:0005737;GO:0035658;GO:0019085;GO:0019086;GO:0006623;	35
XM_031580684.1	 GO:0030425;GO:0005887;GO:0045211;GO:0045202;GO:0016907;GO:0004930;GO:0004993;GO:0030594;GO:0007197;GO:0007268;GO:0015872;GO:0007187;GO:0001696;GO:0060304;GO:0019226;	637
XM_012826583.2	 GO:0030425;GO:0005887;GO:0045211;GO:0045202;GO:0016907;GO:0004930;GO:0004993;GO:0030594;GO:0007197;GO:0007268;GO:0015872;GO:0007187;GO:0001696;GO:0060304;GO:0019226;	612
XM_012832459.2	 GO:0005634;GO:0001227;GO:0000978;GO:0001162;GO:0043565;GO:0007417;GO:0061386;GO:0030900;GO:1902254;GO:0030182;GO:0021554;GO:0090259;GO:0006357;GO:0060041;GO:0060042;GO:0007601;GO:0016055;	53858
XM_031573541.1	 GO:0005938;GO:0005829;GO:0005769;GO:0043231;GO:0005654;GO:0005634;GO:0005886;GO:0032991;GO:0032587;GO:0005524;GO:0046872;GO:0004674;GO:0090630;GO:0008643;GO:0006464;GO:0071486;GO:0032869;GO:0045444;GO:0006006;GO:0005978;GO:0008286;GO:0065002;GO:0035556;GO:0060644;GO:0043066;GO:0010748;GO:0018105;GO:0032287;GO:0030335;GO:2000147;GO:0008284;GO:0032000;GO:0046326;GO:0010907;GO:0045725;GO:0010918;GO:0001934;GO:0090314;GO:0031340;GO:0072659;GO:0071156;GO:0030334;GO:0006417;GO:0097473;GO:0007165;	20165
XM_031582556.1	-	19565
XM_012840960.2	 GO:0005737;GO:0005654;GO:0005634;GO:0014069;GO:0003700;GO:0001227;GO:0046872;GO:0046982;GO:0042803;GO:0019901;GO:0000978;GO:0043565;GO:1905232;GO:0007275;GO:0030517;GO:2000173;GO:0048671;GO:2000171;GO:1903860;GO:0010977;GO:1904800;GO:0032463;GO:0000122;GO:0048672;GO:0010628;GO:0010976;GO:0045944;GO:0016925;GO:0050773;GO:0006355;	173
XM_031564922.1	 GO:0005615;GO:0004867;GO:0050728;GO:0061045;GO:0001558;	33
XM_031581116.1	 GO:0008024;GO:0042025;GO:0005634;GO:0061575;GO:0016538;GO:0007049;GO:0051301;GO:0007417;GO:0032786;GO:0006357;	3381
XM_012842434.2	 GO:0005615;GO:0004867;GO:0050728;GO:0061045;GO:0001558;	6518
XM_031560200.1	 GO:0005829;GO:0005634;GO:0004197;GO:0004843;GO:0051301;GO:0021551;GO:1904888;GO:0000082;GO:0016579;GO:0035871;GO:0071108;GO:0006511;	45
XR_004162668.1	 GO:0005737;GO:0005654;GO:0005634;GO:0005667;GO:0003682;GO:0003677;GO:0000981;GO:0000978;GO:0043565;GO:0001525;GO:0043010;GO:0030218;GO:0030097;GO:0045944;GO:0045893;GO:0006357;GO:0030217;	3250
XM_012822890.2	 GO:0005737;GO:0010494;GO:0005829;GO:0005634;GO:1990904;GO:0003730;GO:0008143;GO:0008266;GO:0003723;GO:0007507;GO:0006397;GO:0006417;GO:0006412;	27
XM_031586276.1	 GO:0005737;GO:0005634;GO:0004862;GO:2000480;GO:0051973;GO:1904355;GO:0032212;	76274
XM_031579877.1	 GO:0005829;GO:0005783;GO:0005794;GO:0005739;GO:0005525;GO:0070232;	1243
XM_012817532.2	 GO:0005829;GO:0005783;GO:0005794;GO:0005739;GO:0005525;GO:0070232;	110
XM_031576983.1	 GO:0005829;GO:0005783;GO:0005794;GO:0005739;GO:0005525;GO:0070232;	68
XM_031562599.1	 GO:0005829;GO:0005783;GO:0005794;GO:0005739;GO:0005525;GO:0070232;	38
XR_004163131.1	 GO:0005829;GO:0005783;GO:0005794;GO:0043231;GO:0005811;GO:0005525;GO:0003924;GO:0042802;GO:0042803;GO:0046039;	713
XM_031579939.1	-	1055
XM_031579896.1	-	1004
XM_031569888.1	-	582
XM_031569886.1	 GO:0005829;GO:0005783;GO:0005794;GO:0043231;GO:0005811;GO:0005525;GO:0003924;GO:0042802;GO:0042803;GO:0046039;	154
XM_031569853.1	-	129
XM_031562365.1	 GO:0005829;GO:0005783;GO:0005794;GO:0005739;GO:0005525;GO:0070232;	548
XM_031562027.1	-	38
XM_031562006.1	-	131
XM_031579928.1	-	451
XM_031579886.1	-	507
XM_031569887.1	-	515
XM_031571177.1	-	418
XM_031569876.1	-	352
XM_031558814.1	 GO:0005829;GO:0005783;GO:0005794;GO:0005739;GO:0005525;GO:0070232;	353
